id,objet,variable,valeur,operateur,date,annotations,fichier,methode,groupe_variables,heure,commentaire,code,type,parent,surface,cepage,clone_cepage,portegreffe,clone_portegreffe,date_debut,date_fin,densite_plantation,orientation,entre_rangs,entre_ceps,mode_conduite,systeme_taille,nb_rangs,nb_souches,piquets,geometry,description,surgreffage,rang,position_rang,groupeAccess,nom,region,type_sol,cadastre,profondeur_sol,adresse,label,systeme_irrigation,date_install_si
28269,57-MERLOT,Irrigation,6.33,yasemen.yildiz,2016-07-15,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
28270,57-MERLOT,Irrigation,2.98,yasemen.yildiz,2016-07-17,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
28271,57-MERLOT,Irrigation,7.77,yasemen.yildiz,2016-07-18,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
28272,57-MERLOT,Irrigation,5.06,yasemen.yildiz,2016-07-23,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
28273,57-MERLOT,Irrigation,2.35,yasemen.yildiz,2016-07-25,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
28274,57-MERLOT,Irrigation,2.8,yasemen.yildiz,2016-07-27,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
28275,57-MERLOT,Irrigation,3.44,yasemen.yildiz,2016-07-29,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
28276,57-MERLOT,Irrigation,4.97,yasemen.yildiz,2016-08-03,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
28277,57-MERLOT,Irrigation,6.69,yasemen.yildiz,2016-08-07,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
28278,57-MERLOT,Irrigation,2.08,yasemen.yildiz,2016-08-09,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
28279,57-MERLOT,Irrigation,2.89,yasemen.yildiz,2016-08-10,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
28280,57-MERLOT,Irrigation,2.71,yasemen.yildiz,2016-08-12,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
28281,57-MERLOT,Irrigation,2.35,yasemen.yildiz,2016-08-13,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
28282,57-MERLOT,Irrigation,1.99,yasemen.yildiz,2016-08-16,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
28283,57-MERLOT,Irrigation,2.53,yasemen.yildiz,2016-08-17,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
28284,57-MERLOT,Irrigation,6.51,yasemen.yildiz,2016-08-21,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
28285,57-MERLOT,Irrigation,6.06,yasemen.yildiz,2016-08-26,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
28286,57-MERLOT,Irrigation,6.51,yasemen.yildiz,2016-08-31,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
28287,57-MERLOT,Irrigation,5.24,yasemen.yildiz,2016-09-04,\N,\N,Calcul,Irrigation,\N,NA,57-MERLOT,parcelle,57,0.55309999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2004-05-01 00:00:00,\N,\N,\N,2.5,1,espalier,cordon,\N,2229,bois,01030000206A0800000100000010000000D2817574D5B22541EA435E3955C15741EA68F753F4B225418842706653C15741A942FA47EDB22541B2DEB37151C15741916E2F6903B32541BF5DEE0D50C1574177D88C7606B3254123BB17C350C15741569DA1E20AB3254195EBBD8850C15741145E38E80FB32541904B50AF51C157412D7ACF874EB3254172BEB41E4EC15741ECFB749553B3254162653FE14DC15741DD2711004DB32541A4A6CCCB4BC15741B61A4D4352B32541E5D109C84BC15741D6E5DBB613B325416A3C5F0B3BC15741C5DDD113B4B22541D1C1EA8D40C15741D4F7F834C0B22541248021CB43C157419EE08F1A9CB225417A370BF945C15741D2817574D5B22541EA435E3955C15741,2229pds;surgreffage 10rg variete vin faibles degres le 06/07/2010,f,\N,\N,public,\N,Littorale,NA,NA,\N,NA,traitement,t,\N
28012,57-VDQA-G02-N,ProductionAnnuelle,401.5,\N,2016-12-31,\N,\N,Pesee,ProdRdtRaisinAnnuel,\N,NA,57-VDQA-G02-N,sous-parcelle-culturale,57-MERLOT,0.0229,\N,\N,SO4 = Sélection Oppenheim 4,\N,2010-06-01 00:00:00,\N,\N,\N,2.5,1,espalier,guyot,\N,91,bois,\N,\N,\N,\N,\N,VDQA,\N,Littorale,\N,\N,\N,\N,\N,\N,\N
79954,57-VDQA-G05-B,AlcoolProbable,11.13,emmanuelle.zumstein,2016-08-31,\N,\N,Abaque,Maturite,\N,NA,57-VDQA-G05-B,sous-parcelle-culturale,57-MERLOT,0.024499999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2010-06-01 00:00:00,\N,\N,\N,2.5,1,espalier,guyot,\N,96,bois,\N,\N,\N,\N,\N,VDQA,\N,Littorale,\N,\N,\N,\N,\N,\N,\N
79982,57-VDQA-G05-B,DegreBrix,19.6,emmanuelle.zumstein,2016-08-31,\N,\N,Refractometrie,Maturite,\N,NA,57-VDQA-G05-B,sous-parcelle-culturale,57-MERLOT,0.024499999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2010-06-01 00:00:00,\N,\N,\N,2.5,1,espalier,guyot,\N,96,bois,\N,\N,\N,\N,\N,VDQA,\N,Littorale,\N,\N,\N,\N,\N,\N,\N
79955,57-VDQA-G14-N,AlcoolProbable,11.27,emmanuelle.zumstein,2016-08-31,\N,\N,Abaque,Maturite,\N,NA,57-VDQA-G14-N,sous-parcelle-culturale,57-MERLOT,0.0218,\N,\N,SO4 = Sélection Oppenheim 4,\N,2010-06-01 00:00:00,\N,\N,\N,2.5,1,espalier,guyot,\N,87,bois,\N,\N,\N,\N,\N,VDQA,\N,Littorale,\N,\N,\N,\N,\N,\N,\N
80029,57-VDQA-G05-B,pH,3.35,emmanuelle.zumstein,2016-08-31,\N,\N,pHmetrie,Maturite,\N,NA,57-VDQA-G05-B,sous-parcelle-culturale,57-MERLOT,0.024499999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2010-06-01 00:00:00,\N,\N,\N,2.5,1,espalier,guyot,\N,96,bois,\N,\N,\N,\N,\N,VDQA,\N,Littorale,\N,\N,\N,\N,\N,\N,\N
80030,57-VDQA-G14-N,pH,3.26,emmanuelle.zumstein,2016-08-31,\N,\N,pHmetrie,Maturite,\N,NA,57-VDQA-G14-N,sous-parcelle-culturale,57-MERLOT,0.0218,\N,\N,SO4 = Sélection Oppenheim 4,\N,2010-06-01 00:00:00,\N,\N,\N,2.5,1,espalier,guyot,\N,87,bois,\N,\N,\N,\N,\N,VDQA,\N,Littorale,\N,\N,\N,\N,\N,\N,\N
80085,57-VDQA-G05-B,Sucres,187.4,emmanuelle.zumstein,2016-08-31,\N,\N,Abaque,Maturite,\N,NA,57-VDQA-G05-B,sous-parcelle-culturale,57-MERLOT,0.024499999,\N,\N,SO4 = Sélection Oppenheim 4,\N,2010-06-01 00:00:00,\N,\N,\N,2.5,1,espalier,guyot,\N,96,bois,\N,\N,\N,\N,\N,VDQA,\N,Littorale,\N,\N,\N,\N,\N,\N,\N
80270,106-3159B,ProductionAnnuelle,1074.5,\N,2017-12-31,\N,\N,Pesee,ProdRdtRaisinAnnuel,\N,NA,106-3159B,sous-parcelle-culturale,106-RV-BOUQUET,0.52200001,3159-2-12-B,\N,140 Ru = Ruggeri 140,\N,2012-05-01 00:00:00,\N,\N,\N,\N,0.89999998,\N,\N,\N,\N,fer,\N,\N,\N,\N,\N,public,\N,Les Colombiers,\N,\N,\N,\N,\N,\N,\N
80271,106-3160N,ProductionAnnuelle,613.6,\N,2017-12-31,\N,\N,Pesee,ProdRdtRaisinAnnuel,\N,NA,106-3160N,sous-parcelle-culturale,106-RV-BOUQUET,0.34909999,3160-12-3-N,\N,140 Ru = Ruggeri 140,\N,2012-05-01 00:00:00,\N,\N,\N,\N,0.89999998,\N,\N,\N,\N,fer,\N,\N,\N,\N,\N,public,\N,Les Colombiers,\N,\N,\N,\N,\N,\N,\N
80272,106-3160N-LP,ProductionAnnuelle,361.1,\N,2017-12-31,\N,\N,Pesee,ProdRdtRaisinAnnuel,\N,NA,106-3160N-LP,sous-parcelle-culturale,106-3160N,0.15270001,3160-12-3-N,\N,140 Ru = Ruggeri 140,\N,2012-05-01 00:00:00,\N,\N,\N,3,0.89999998,lyre_pliable,cordon,\N,\N,fer,\N,\N,\N,\N,\N,public,\N,Les Colombiers,\N,\N,\N,\N,\N,\N,\N
80273,106-3176N,ProductionAnnuelle,2024.5,\N,2017-12-31,\N,\N,Pesee,ProdRdtRaisinAnnuel,\N,NA,106-3176N,sous-parcelle-culturale,106-RV-BOUQUET,0.45300001,3176-21-11-N,\N,140 Ru = Ruggeri 140,\N,2012-05-01 00:00:00,\N,\N,\N,\N,0.89999998,\N,\N,\N,\N,fer,\N,\N,\N,\N,\N,public,\N,Les Colombiers,\N,\N,\N,\N,\N,\N,\N
80274,106-3176N-ESP,ProductionAnnuelle,616.5,\N,2017-12-31,\N,\N,Pesee,ProdRdtRaisinAnnuel,\N,NA,106-3176N-ESP,sous-parcelle-culturale,106-3176N,0.1593,3176-21-11-N,\N,140 Ru = Ruggeri 140,\N,2012-05-01 00:00:00,\N,\N,\N,2.5,0.89999998,espalier,\N,\N,\N,fer,\N,\N,\N,\N,\N,public,\N,Les Colombiers,\N,\N,\N,\N,\N,\N,\N
80275,106-3176N-LP,ProductionAnnuelle,1113.5,\N,2017-12-31,\N,\N,Pesee,ProdRdtRaisinAnnuel,\N,NA,106-3176N-LP,sous-parcelle-culturale,106-3176N,0.1533,3176-21-11-N,\N,140 Ru = Ruggeri 140,\N,2012-05-01 00:00:00,\N,\N,\N,3,0.89999998,lyre_pliable,cordon,\N,\N,fer,\N,\N,\N,\N,\N,public,\N,Les Colombiers,\N,\N,\N,\N,\N,\N,\N
80276,106-3176N-TM,ProductionAnnuelle,294.5,\N,2017-12-31,\N,\N,Pesee,ProdRdtRaisinAnnuel,\N,NA,106-3176N-TM,sous-parcelle-culturale,106-3176N,0.14040001,3176-21-11-N,\N,140 Ru = Ruggeri 140,\N,2012-05-01 00:00:00,\N,\N,\N,3,0.89999998,taille_minimale,taille_minimale,\N,\N,fer,\N,\N,\N,\N,\N,public,\N,Les Colombiers,\N,\N,\N,\N,\N,\N,\N
