id,objet,variable,valeur,operateur,date,annotations,fichier,methode,groupe_variables,heure,commentaire,code,type,parent,surface,cepage,clone_cepage,portegreffe,clone_portegreffe,date_debut,date_fin,densite_plantation,orientation,entre_rangs,entre_ceps,mode_conduite,systeme_taille,nb_rangs,nb_souches,piquets,geometry,description,surgreffage,rang,position_rang,groupeAccess,nom,region,type_sol,cadastre,profondeur_sol,adresse,label,systeme_irrigation,date_install_si
83873,106-3159B-ESP-HAUT-P15-C4,NbGrappes,2,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P15-C4,cep,106-3159B-ESP-HAUT-P15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83874,106-3159B-ESP-HAUT-P15-C5,NbGrappes,4,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P15-C5,cep,106-3159B-ESP-HAUT-P15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83875,106-3159B-ESP-HAUT-P15-C6,NbGrappes,5,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P15-C6,cep,106-3159B-ESP-HAUT-P15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83876,106-3159B-ESP-HAUT-P20-C1,NbGrappes,4,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P20-C1,cep,106-3159B-ESP-HAUT-P20,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83877,106-3159B-ESP-HAUT-P20-C2,NbGrappes,1,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P20-C2,cep,106-3159B-ESP-HAUT-P20,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83878,106-3159B-ESP-HAUT-P20-C3,NbGrappes,1,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P20-C3,cep,106-3159B-ESP-HAUT-P20,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83879,106-3159B-ESP-HAUT-P20-C4,NbGrappes,12,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P20-C4,cep,106-3159B-ESP-HAUT-P20,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83880,106-3159B-ESP-HAUT-P20-C5,NbGrappes,13,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P20-C5,cep,106-3159B-ESP-HAUT-P20,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83881,106-3159B-ESP-HAUT-P20-C6,NbGrappes,8,\N,2017-08-28,\N,\N,comptage,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P20-C6,cep,106-3159B-ESP-HAUT-P20,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83882,106-3160N-ESP-HAUT-P04-C1,PoidsVendange,0.533,\N,2017-08-25,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P04-C1,cep,106-3160N-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83883,106-3160N-ESP-HAUT-P04-C2,PoidsVendange,0.344,\N,2017-08-25,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P04-C2,cep,106-3160N-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83884,106-3160N-ESP-HAUT-P04-C4,PoidsVendange,2.159,\N,2017-08-25,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P04-C4,cep,106-3160N-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83885,106-3160N-ESP-HAUT-P04-C5,PoidsVendange,0.64,\N,2017-08-25,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P04-C5,cep,106-3160N-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83886,106-3160N-ESP-HAUT-P04-C6,PoidsVendange,0.236,\N,2017-08-25,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P04-C6,cep,106-3160N-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83887,106-3160N-ESP-HAUT-P08-C2,PoidsVendange,0.616,\N,2017-08-25,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P08-C2,cep,106-3160N-ESP-HAUT-P08,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83888,106-3160N-ESP-HAUT-P08-C3,PoidsVendange,0.927,\N,2017-08-25,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P08-C3,cep,106-3160N-ESP-HAUT-P08,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83889,106-3160N-ESP-HAUT-P08-C5,PoidsVendange,2.033,\N,2017-08-25,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P08-C5,cep,106-3160N-ESP-HAUT-P08,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83890,106-3160N-ESP-HAUT-P08-C6,PoidsVendange,0.662,\N,2017-08-25,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P08-C6,cep,106-3160N-ESP-HAUT-P08,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83891,106-3160N-ESP-HAUT-P11-C1,PoidsVendange,1.88,\N,2017-08-25,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P11-C1,cep,106-3160N-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83892,106-3160N-ESP-HAUT-P11-C2,PoidsVendange,1.099,\N,2017-08-25,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P11-C2,cep,106-3160N-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83893,106-3160N-ESP-HAUT-P11-C3,PoidsVendange,0,\N,2017-08-25,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P11-C3,cep,106-3160N-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83894,106-3160N-ESP-HAUT-P11-C4,PoidsVendange,0.534,\N,2017-08-25,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P11-C4,cep,106-3160N-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83895,106-3160N-ESP-HAUT-P11-C5,PoidsVendange,3.127,\N,2017-08-25,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P11-C5,cep,106-3160N-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83896,106-3160N-ESP-HAUT-P11-C6,PoidsVendange,0.822,\N,2017-08-25,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P11-C6,cep,106-3160N-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83897,106-3160N-ESP-HAUT-P15-C1,PoidsVendange,1.917,\N,2017-08-25,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P15-C1,cep,106-3160N-ESP-HAUT-P15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83898,106-3160N-ESP-HAUT-P15-C3,PoidsVendange,0.4,\N,2017-08-25,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P15-C3,cep,106-3160N-ESP-HAUT-P15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83899,106-3160N-ESP-HAUT-P15-C4,PoidsVendange,2.566,\N,2017-08-25,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P15-C4,cep,106-3160N-ESP-HAUT-P15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83900,106-3160N-ESP-HAUT-P15-C5,PoidsVendange,0,\N,2017-08-25,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P15-C5,cep,106-3160N-ESP-HAUT-P15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83901,106-3160N-ESP-HAUT-P15-C6,PoidsVendange,1.729,\N,2017-08-25,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3160N-ESP-HAUT-P15-C6,cep,106-3160N-ESP-HAUT-P15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83902,106-3159B-ESP-HAUT-P04-C1,PoidsVendange,3.02,\N,2017-08-28,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P04-C1,cep,106-3159B-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83903,106-3159B-ESP-HAUT-P04-C2,PoidsVendange,0.05,\N,2017-08-28,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P04-C2,cep,106-3159B-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83904,106-3159B-ESP-HAUT-P04-C3,PoidsVendange,0.63,\N,2017-08-28,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P04-C3,cep,106-3159B-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83905,106-3159B-ESP-HAUT-P04-C4,PoidsVendange,1.74,\N,2017-08-28,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P04-C4,cep,106-3159B-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83906,106-3159B-ESP-HAUT-P04-C5,PoidsVendange,0.69,\N,2017-08-28,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P04-C5,cep,106-3159B-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83907,106-3159B-ESP-HAUT-P04-C6,PoidsVendange,2.04,\N,2017-08-28,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P04-C6,cep,106-3159B-ESP-HAUT-P04,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83908,106-3159B-ESP-HAUT-P11-C1,PoidsVendange,2.16,\N,2017-08-28,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P11-C1,cep,106-3159B-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83909,106-3159B-ESP-HAUT-P11-C2,PoidsVendange,0.99,\N,2017-08-28,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P11-C2,cep,106-3159B-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83910,106-3159B-ESP-HAUT-P11-C3,PoidsVendange,0.64,\N,2017-08-28,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P11-C3,cep,106-3159B-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83911,106-3159B-ESP-HAUT-P11-C4,PoidsVendange,0.82,\N,2017-08-28,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P11-C4,cep,106-3159B-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83912,106-3159B-ESP-HAUT-P11-C5,PoidsVendange,0.05,\N,2017-08-28,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P11-C5,cep,106-3159B-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83913,106-3159B-ESP-HAUT-P11-C6,PoidsVendange,1.65,\N,2017-08-28,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P11-C6,cep,106-3159B-ESP-HAUT-P11,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83914,106-3159B-ESP-HAUT-P15-C1,PoidsVendange,1.5,\N,2017-08-28,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P15-C1,cep,106-3159B-ESP-HAUT-P15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83915,106-3159B-ESP-HAUT-P15-C2,PoidsVendange,0.25,\N,2017-08-28,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P15-C2,cep,106-3159B-ESP-HAUT-P15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83916,106-3159B-ESP-HAUT-P15-C3,PoidsVendange,0.92,\N,2017-08-28,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P15-C3,cep,106-3159B-ESP-HAUT-P15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83917,106-3159B-ESP-HAUT-P15-C4,PoidsVendange,0.17,\N,2017-08-28,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P15-C4,cep,106-3159B-ESP-HAUT-P15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
83918,106-3159B-ESP-HAUT-P15-C5,PoidsVendange,0.61,\N,2017-08-28,\N,\N,Pesee,ComposantesVendanges,\N,NA,106-3159B-ESP-HAUT-P15-C5,cep,106-3159B-ESP-HAUT-P15,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,public,\N,\N,\N,\N,\N,\N,\N,\N,\N
